8.479444444444445139e+01, 2.907659999999999627e+02, 1.394009409912109277e+03, -5.780142462158204353e+01, 8.491969848632811591e+01, 3.664212403564453098e+02, -3.412081914062499663e+02, 1.122121468902587822e+03, 0.000000000000000000e+00
8.479777777777778169e+01, 2.733079999999999927e+02, 1.379267271697998012e+03, -7.193973486328127365e+01, 6.565602917480470069e+01, 3.519654324340820040e+02, -3.607767922363281059e+02, 1.105568756164550905e+03, 0.000000000000000000e+00
8.480111111111111200e+01, 2.699970000000000141e+02, 1.375654509277343777e+03, -7.223283508300778522e+01, 6.294691894531251819e+01, 3.429502674865722724e+02, -3.595650761718749777e+02, 1.109801816680908132e+03, 0.000000000000000000e+00
8.480444444444444230e+01, 2.763179999999999836e+02, 1.383484321380615256e+03, -6.681720501708986149e+01, 7.137453314208983102e+01, 3.498717059020996203e+02, -3.408819855957030995e+02, 1.101336458068847605e+03, 0.000000000000000000e+00
8.480777777777777260e+01, 2.561510000000000105e+02, 1.374482530944824248e+03, -8.245735534667966249e+01, 5.000375360107423717e+01, 3.363095284729004106e+02, -3.507974958496093336e+02, 1.106215738983154324e+03, 0.000000000000000000e+00
8.481111111111111711e+01, 2.615690000000000168e+02, 1.385332254516601552e+03, -6.587312615966794738e+01, 5.271324963378910411e+01, 3.327209522399902539e+02, -3.508067551269530782e+02, 1.111331976562499904e+03, 0.000000000000000000e+00
8.481444444444444741e+01, 2.805319999999999823e+02, 1.389810658325195163e+03, -5.475666558837895082e+01, 6.565735192871093773e+01, 3.480813217468261769e+02, -3.327482983398437568e+02, 1.120336816680908214e+03, 0.000000000000000000e+00
8.481777777777777771e+01, 2.958829999999999814e+02, 1.406972232849121156e+03, -4.000924554443361103e+01, 7.559134399414062955e+01, 3.607303488769531441e+02, -3.161912407226562323e+02, 1.121203220489501973e+03, 0.000000000000000000e+00
8.482111111111110802e+01, 2.826390000000000100e+02, 1.397952906738281399e+03, -4.902818585205079671e+01, 6.445395819091800149e+01, 3.486872257080078157e+02, -3.276261542968749154e+02, 1.125159678466796777e+03, 0.000000000000000000e+00
8.482444444444443832e+01, 2.751139999999999759e+02, 1.393747293365478527e+03, -5.353528607177736376e+01, 6.445258032226561795e+01, 3.417626641235351599e+02, -3.408799279785155818e+02, 1.107978281005859344e+03, 0.000000000000000000e+00
8.482777777777778283e+01, 2.528400000000000034e+02, 1.373283867889404291e+03, -7.822360589599608716e+01, 4.789653314208985080e+01, 3.245923906555175904e+02, -3.715963312988280904e+02, 1.094757153625488172e+03, 0.000000000000000000e+00
8.483111111111111313e+01, 2.715020000000000095e+02, 1.392549392730712725e+03, -5.925981591796875136e+01, 6.716042291259768149e+01, 3.414530754089355469e+02, -3.562509897460936941e+02, 1.116135015411377026e+03, 0.000000000000000000e+00
8.483444444444444343e+01, 2.925720000000000027e+02, 1.403661232849121006e+03, -4.241487561035154386e+01, 7.077561956787110375e+01, 3.553178144226073982e+02, -3.134719526367186972e+02, 1.114572833862304833e+03, 0.000000000000000000e+00
8.483777777777777374e+01, 2.883580000000000041e+02, 1.395524321380615220e+03, -5.779510479736330808e+01, 6.746445422363282773e+01, 3.414967997741699151e+02, -3.399980185546874623e+02, 1.102211248504638661e+03, 0.000000000000000000e+00
8.484111111111110404e+01, 2.889599999999999795e+02, 1.411817967254638688e+03, -5.145909521484378502e+01, 7.318251727294921238e+01, 3.532069104614257640e+02, -3.360793601074219055e+02, 1.116090795013427623e+03, 0.000000000000000000e+00
8.484444444444444855e+01, 2.847459999999999809e+02, 1.401266956420898623e+03, -5.657846514892582945e+01, 6.565812353515624977e+01, 3.372843613586425704e+02, -3.354691296386718022e+02, 1.109764458068847489e+03, 0.000000000000000000e+00
8.484777777777777885e+01, 2.856490000000000009e+02, 1.393117083801269473e+03, -6.231484466552734602e+01, 6.896868261718751114e+01, 3.279799082946777276e+02, -3.396918745117187655e+02, 1.106442784179687351e+03, 0.000000000000000000e+00
8.485111111111110915e+01, 2.823379999999999654e+02, 1.388900796539306612e+03, -6.773837451171880275e+01, 6.204634399414061363e+01, 3.195651817626952607e+02, -3.399877304687499873e+02, 1.100114159973144524e+03, 0.000000000000000000e+00
8.485444444444443945e+01, 2.754149999999999636e+02, 1.384693658325195202e+03, -7.466137451171880457e+01, 6.144318658447264170e+01, 3.129424009704589480e+02, -3.511319321289062145e+02, 1.099829933227538959e+03, 0.000000000000000000e+00
8.485777777777778397e+01, 2.570539999999999736e+02, 1.371764381896972736e+03, -7.702750567626958400e+01, 4.970297406005857965e+01, 3.176982799682617156e+02, -3.670808168945312673e+02, 1.093237667633056617e+03, 0.000000000000000000e+00
